filepath,label,width,height,format,mode,aspect_ratio,corrupt,file_hash,phash,siglip_community,siglip_subcommunity
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_221.jpg,Electronic,150,150,JPEG,RGB,1.0,False,bc3cb67d9c96946c9109a7ea224eb425,b298ca63683e67c9,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_200.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1cdcc7d22865dec892773ceb3f2e5254,ead0857ad50d7a31,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_128.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f439517c8ccefd0d5068ca3b947c3058,976395436d9a7348,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_109.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9fe024f0243d35d3ab1fa13ed401a424,aad46bdcd143d642,3,33
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_113.jpg,Electronic,150,150,JPEG,RGB,1.0,False,539dbbd924a2328de13e208d2e672ff3,eac9c795f40c3235,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_149.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a6a37aa810d14f67aa0469350976c533,9a9d6f3a4c67212c,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_141.jpg,Electronic,150,150,JPEG,RGB,1.0,False,13e5cba04be9b91b0beec396fc51f5d0,9d5192da49ed6964,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_107.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1ccba18629e39fabd8aa4b73c3861d75,ba94956af883895e,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_226.jpg,Electronic,150,150,JPEG,RGB,1.0,False,169f4c81704a37257eac92e65f36a2e6,aa2fc02bc2c72fcc,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/16.computer-motherboard-scrap-1762726979-8425857.jpg,Electronic,1203,818,JPEG,RGB,1.4706601466992666,False,b9f5905e22cbd14809b2b623a37f7c78,b7cc4c873cc9c319,0,30
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/9.obsolete-computers-and-scrap-electronics-pile-FY84PF.jpg,Electronic,1300,958,JPEG,RGB,1.3569937369519833,False,83f2795d242bf49f0f8c5922691fc2ee,c1a51ed36eac3187,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/331.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,3bad12379cde66252996dd49bea60d95,cfcf243465cd9132,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/461.jpeg,Electronic,864,1152,JPEG,RGB,0.75,False,fd8ed39cd04a724001cd5de51c1bdd19,e9c7c6d6929e8618,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/159.jpg,Electronic,4160,2340,JPEG,RGB,1.7777777777777777,False,ddc8c89a8b597abadee2797074621d46,9d7cc09f21c59ab1,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_195.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3c6d734d7b2cc33ae35d71558fa44ddd,aaa695e4d52a726a,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_193.jpg,Electronic,150,150,JPEG,RGB,1.0,False,fdb1d94cb9b9284adbb6cf7f4877ba58,d977866ad248e354,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_153.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1be54029e9dfbeb9adc2b6ff384c9f62,b816c4c93b4c327f,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/466.jpeg,Electronic,780,1040,JPEG,RGB,0.75,False,b1dfb9ec3aba3b7de0a934b20d91bb77,f0df4f626b248934,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_134906.jpg,Electronic,4608,3456,JPEG,RGB,1.3333333333333333,False,aa513137df8ab14b7dbd9575d310e5fc,899af26ddd3a2924,1,55
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_35.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a0cc8b4ea3aabdcedbbc1472b5497590,abd5d50f9478d221,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_262.jpg,Electronic,150,150,JPEG,RGB,1.0,False,cbf7da7b61f433c97c7e00206637786e,fa11cec5701cd917,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_213.jpg,Electronic,150,150,JPEG,RGB,1.0,False,eb2549bfd94e5d998a22541d388f91a7,bf9cc0c28463c7cb,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_98.jpg,Electronic,150,150,JPEG,RGB,1.0,False,292a2ab3502fe0f0df15946e8a7e746c,842fc8807f8adbb5,11,41
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_222123.jpg,Electronic,8000,6000,JPEG,RGB,1.3333333333333333,False,1c9baf1d1c9fd867a74a6dd0ce2487d7,bb3c87d0d8d0ccc9,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/83.scrap-yard-electronic-waste-recycling-with-selective-focus-electronic-aluminium-waste_641503-141716.jpg,Electronic,626,417,JPEG,RGB,1.501199040767386,False,bcf0859ee35ce8ace29d7e65d515446b,dcd949321037bd93,0,14
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/63.electronic-waste-awaiting-recycling-pile-260nw-2383099161.jpg,Electronic,390,280,JPEG,RGB,1.3928571428571428,False,c67d5a80d940aa4b09231f9b09ff263d,d043e27cc54dde16,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_162.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3e2f73dc2d99f57dca61256f1b7a8d0d,f5f5d07b6ac28025,7,23
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_259.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d73bdfdb8a0650bed65068dcecba9437,f8cf9f00ae2f2838,1,16
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_286.jpg,Electronic,150,150,JPEG,RGB,1.0,False,428503f74700239a1d8ebb56d8d7d2bc,bf94dadb94c2c2c0,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_147.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c7bfacc4da4fd3de99660c18e4197042,edc71618dbe92c24,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_216.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ce3e47beef80442591d2e00aab4ee2dc,e4968ecc2993b399,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/17.tv-1024x732.jpg,Electronic,1024,732,JPEG,RGB,1.3989071038251366,False,8317629a13ba158822f5aee3e26cc1b1,fe7d6041e6c29705,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_267.jpg,Electronic,150,150,JPEG,RGB,1.0,False,94149a669472145de88844671c3d1051,af68cb90adb9d304,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_159.jpg,Electronic,150,150,JPEG,RGB,1.0,False,acfc965a9682a3cc7d5e86bd525f4af4,e562616ab1f48baa,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/780.jpeg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,5096bcbb58cdcf9218f5eb16f3b6b138,91263631cecd2b3b,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_141.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6ae1f4278e9fa5fdd5a586bb7f8b8115,aaf18fcb3434d0d2,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_272.jpg,Electronic,150,150,JPEG,RGB,1.0,False,efdc2045984a969583ad9be8566530c9,9588c031afcebeb1,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_273.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f2e7d0db3fffbc1d23b1ddd2114afd9b,b231cece313ac5e1,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_273.jpg,Electronic,150,150,JPEG,RGB,1.0,False,fc2040d9400561f6468c182298a28e4d,bf2bc0d4b4b3c0d4,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_78.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b5e7892182625591635f3ab4b3f4ac38,af3e86789172816e,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_176.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0ef1778ee867581c0b2d9379fbc4a337,b4c2c9a5ad7a3ec0,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/241.jpeg,Electronic,1280,640,JPEG,RGB,2.0,False,5d32acb941fa29f14d2aaa0710bb115e,c86ed6402bfb391a,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_149.jpg,Electronic,150,150,JPEG,RGB,1.0,False,62a198f935ad870e73b693fc05f87b98,b1ea0f6730c94b6c,3,28
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/WhatsApp Image 2020-11-01 at 1.23.14 PM.jpeg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,7fbbaa86c41d7f96d6a6fabaccae9fd1,b3988c7626cbd19c,15,46
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_96.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b79b61771d519a0a8f35057d0ad03654,b332cc27dc25cc9a,13,19
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_180.jpg,Electronic,150,150,JPEG,RGB,1.0,False,94c4ed7a1abfc6fdbb2dfbf2893e92aa,e465cfcd2c9892b2,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_248.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2296b5455859555696b35e29538915c7,c6d1add6658a9649,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_209.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5d1bd2497726a7484267475d379952ec,e5259a9a23641eee,1,16
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/2.P_SR10-0419-June-Blog-Header_Why-Do-I-Pay.jpg,Electronic,1000,667,JPEG,RGB,1.4992503748125936,False,a6f4c2d78660e26a82d7ce17aa2a7ec6,89bcf1ce83966c31,0,14
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/14.04_amid-the_junk.jpg,Electronic,1000,667,JPEG,RGB,1.4992503748125936,False,77a081ef9e26a23a361e04eb30f815c6,d6faef9981846892,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_269.jpg,Electronic,150,150,JPEG,RGB,1.0,False,51cbcb14c187d34e5b13505e24ed2b72,a996d3c206683cfb,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_191.jpg,Electronic,150,150,JPEG,RGB,1.0,False,244f688fbbc8ea8a5c7972e35961ead7,fe60b8cee1319196,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_237.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2efa9b73a2af5342d1ef8eece4699fb4,f5d75b88684d62c2,6,42
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/17.pandangan-sudut-tinggi-tumpukan-sirkuit-komputer-yang-rusak_1620918-146.jpg,Electronic,626,352,JPEG,RGB,1.7784090909090908,False,0326f730051df4e01ea2da972e4ce156,da0c524d592d3d6e,0,34
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_125.jpg,Electronic,150,150,JPEG,RGB,1.0,False,fe95161bc2a32d924c2ea6d0bb032592,cad62cb1a44ed15e,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_211.jpg,Electronic,150,150,JPEG,RGB,1.0,False,4d3627fd2895f283381e7bc3d69f8af6,da91c53d687ac239,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/17.Fines-Zorba-product-after-STEINERT-EddyC.jpg,Electronic,900,600,JPEG,RGB,1.5,False,57f33e88fd5cce7e2e2c5c8e79a02907,d1ae709b2ad59a54,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/173.jpg,Electronic,4160,2340,JPEG,RGB,1.7777777777777777,False,45644487e4dbf5b636f611322545ee1a,bc508fdc4225d47b,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/uytr.jpeg,Electronic,249,160,JPEG,RGB,1.55625,False,a842b41960a55ae260840a05ed6f619e,953d4790a8b5837e,0,30
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_96.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3b8b5385235ddaa676da3416de1ae626,bcc7c13c27713c91,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_77.jpg,Electronic,150,150,JPEG,RGB,1.0,False,06f2ffeb7b92300ef0972ae223f9a73a,c5f03a27c55a2ea5,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_25.jpg,Electronic,150,150,JPEG,RGB,1.0,False,64b128fc5cc0cbbec913de45667af870,bfe0c197604a70e7,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_79.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2dcb81660436d61444bcee009be2634c,fac29835e54c53c6,14,24
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_98.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a6c70694c71a56321e17b2a6a00ca469,86f6f8c1815b9b83,2,40
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_132.jpg,Electronic,150,150,JPEG,RGB,1.0,False,65150bf7e20f799269de374dde8d395d,b461cb868b9ace99,12,37
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/5.13fb751d92cfb92b3bdb837f7058dc99_t.jpeg,Electronic,454,340,JPEG,RGB,1.3352941176470587,False,c04fd2622fe020adcfb2a1dd1fd00a27,967ec9c2adc2e40d,11,47
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_122.jpg,Electronic,150,150,JPEG,RGB,1.0,False,01446f6b25256634e78b4233054cf3f5,af0f851f0f12170f,13,19
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_82.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d604a521f2e913433ce07f32c6f99abf,ef61909c436a9ce5,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_197.jpg,Electronic,150,150,JPEG,RGB,1.0,False,13fc00f27ae9d4ebd403bd5db3e2e7c6,c59c3bd190cb682f,7,23
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/12.e-waste-dump.jpg,Electronic,584,382,JPEG,RGB,1.5287958115183247,False,4ff41d523009ce6c22f474bb0cfb11a8,d02df23ac5542b5d,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_103.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a3cd2f62c759542ce32b4493c5cd41d9,faa5855acb2d1a83,6,11
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_14.jpg,Electronic,150,150,JPEG,RGB,1.0,False,891120861743ab73ab66372297b0c132,ff958042353f4ae2,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_221706.jpg,Electronic,8000,6000,JPEG,RGB,1.3333333333333333,False,7a72763359ec85d345932b2f5d542be9,aa7adf806f99c228,11,47
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/5.shutterstock_2521558043.jpg,Electronic,1000,667,JPEG,RGB,1.4992503748125936,False,f621440341f2a0394c22e66e9636e55f,e19197eed4c4aa8a,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_103.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9c904b27b0e2de0830a5e1104d167c01,e936cec8303393d9,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_95.jpg,Electronic,150,150,JPEG,RGB,1.0,False,41558424cdd9f7b8bc220be1ccef86c3,f820c6bb4fa53193,2,40
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_255.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0c6ed3b1394a44f8381d211ea104dff1,ebc2cc6e3039c137,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_245.jpg,Electronic,150,150,JPEG,RGB,1.0,False,edf4a5533fefc93c10871b3d0290f0b2,fa20e07e1f85903f,6,52
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_277.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c1f14c734f3d9b10c73e9dec5b8c841b,ea35d4eb85427b03,12,37
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_278.jpg,Electronic,150,150,JPEG,RGB,1.0,False,44e67f2293a017c456ba187fc6ae81cd,fa9ac16d852396d4,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_17.jpg,Electronic,150,150,JPEG,RGB,1.0,False,591446d3b833184d33954e1fe3bf7a7a,e9698fcb257030d3,6,53
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/472.jpeg,Electronic,864,1152,JPEG,RGB,0.75,False,38729823f26634f0c8aa40868c8d1f53,a8d5aa558a75aa55,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/531.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,413748060cb74ee976066ad6f7f33abe,aa95957a857a8571,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_233.jpg,Electronic,150,150,JPEG,RGB,1.0,False,adf46b83839ff7a05617d3036a9e9c5c,fe85805ac36a9769,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_188.jpg,Electronic,150,150,JPEG,RGB,1.0,False,13e76ae88a8d700cc3856faef7a70b8e,f6b1489d2723ce89,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_107.jpg,Electronic,150,150,JPEG,RGB,1.0,False,84077851a27048059be0ed12d93774f8,c6b419db27641e63,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_19.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2c04496db5d8dcf351b134a454320927,ef0fd63151b62898,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_134.jpg,Electronic,150,150,JPEG,RGB,1.0,False,16ac63be7c732f43645ef529fd348c54,d4116a3a6d366d36,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_163.jpg,Electronic,150,150,JPEG,RGB,1.0,False,17f258b6c0784a50d0357eb442eab5af,e0fa95056af48f43,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_293.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9418103a8f8f4646be3e0682a82d6110,ae686f2dad85c0d2,3,35
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_126.jpg,Electronic,150,150,JPEG,RGB,1.0,False,867c09f86d5a3b9427753508114dcb5c,950d7256e469d963,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_250.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f0ef277a0511cd114bea5c63dcdea5eb,fad0852fc4689b27,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_81.jpg,Electronic,150,150,JPEG,RGB,1.0,False,00cc03f82ecae546641dc7af68181656,c01ff036c13d0f76,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG_20200328_131615.jpg,Electronic,4000,2250,JPEG,RGB,1.7777777777777777,False,e4bc92121257828898826e53ef84b4ae,e3ea989a2b9f6428,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_134903.jpg,Electronic,4608,3456,JPEG,RGB,1.3333333333333333,False,923ffe3a5d08f3cf9f1b7fbd3caa9b00,92999aad959d3585,1,55
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG-20200329-WA0075.jpg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,9995d8dfedbc433b0baecb640d813f2b,adfac5a5c0727603,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_257.jpg,Electronic,150,150,JPEG,RGB,1.0,False,30fad963a2091f054365a5552486052d,da52edeca4a53512,8,1
